record_date,is_weekend,shop_id,store_name,category,daily_revenue_inr,transaction_count,store_footfall,sales_per_sqft,conversion_rate,revenue_per_visitor,avg_bill_value,footfall_log,weekend_revenue_boost,category_mean_revenue,day_of_week_Monday,day_of_week_Saturday,day_of_week_Sunday,day_of_week_Thursday,day_of_week_Tuesday,day_of_week_Wednesday
2025-02-09,True,2045,Zara,Apparel,1994381,397,1877,66.48,0.211507725,1061.9707135250267,5011.007537688442,7.537962659768208,1877,2007166.8178571428,False,False,True,False,False,False
2025-02-10,False,2045,Zara,Apparel,1693359,268,1033,56.45,0.259438529,1637.6779497098646,6295.014869888476,6.9411900550683745,0,2007166.8178571428,True,False,False,False,False,False
2025-02-11,False,2045,Zara,Apparel,2471052,329,1338,82.37,0.245889387,1845.445855115758,7488.036363636364,7.199678345691172,0,2007166.8178571428,False,False,False,False,True,False
2025-02-12,False,2045,Zara,Apparel,2062312,324,1414,68.74,0.229137199,1457.4643109540636,6345.575384615385,7.254884810077338,0,2007166.8178571428,False,False,False,False,False,True
2025-02-13,False,2045,Zara,Apparel,2486867,371,1468,82.9,0.252724796,1692.8978897208985,6685.126344086021,7.292337176173877,0,2007166.8178571428,False,False,False,True,False,False
2025-02-14,False,2045,Zara,Apparel,2079387,384,1676,69.31,0.229116945,1239.9445438282648,5401.005194805195,7.424761761823209,0,2007166.8178571428,False,False,False,False,False,False
2025-02-15,True,2045,Zara,Apparel,3417897,851,4142,113.93,0.205456301,824.9811730629979,4011.6161971830984,8.329175442077402,4142,2007166.8178571428,False,True,False,False,False,False
2025-02-16,True,2045,Zara,Apparel,2175472,391,1539,72.52,0.254061079,1412.6441558441559,5549.673469387755,7.3395376954076745,1539,2007166.8178571428,False,False,True,False,False,False
2025-02-17,False,2045,Zara,Apparel,1648152,585,2947,54.94,0.198506956,559.0746268656717,2812.5460750853244,7.988882253309227,0,2007166.8178571428,True,False,False,False,False,False
2025-02-18,False,2045,Zara,Apparel,1948020,413,1890,64.93,0.218518519,1030.153358011634,4705.36231884058,7.544861068658458,0,2007166.8178571428,False,False,False,False,True,False
2025-02-19,False,2045,Zara,Apparel,1268323,278,1424,42.28,0.195224719,890.0512280701754,4545.960573476703,7.261927092702751,0,2007166.8178571428,False,False,False,False,False,True
2025-02-20,False,2045,Zara,Apparel,1682393,444,2036,56.08,0.218074656,825.9170348551792,3780.658426966292,7.619233416226805,0,2007166.8178571428,False,False,False,True,False,False
2025-02-21,False,2045,Zara,Apparel,1362514,409,1953,45.42,0.209421403,697.2947799385876,3323.2048780487803,7.577633832602728,0,2007166.8178571428,False,False,False,False,False,False
2025-02-22,True,2045,Zara,Apparel,4604114,753,3225,153.47,0.233488372,1427.189708617483,6106.251989389921,8.078998258685154,3225,2007166.8178571428,False,True,False,False,False,False
2025-02-23,True,2045,Zara,Apparel,1824635,710,3560,60.82,0.199438202,512.3939904521202,2566.293952180028,8.177796683277778,3560,2007166.8178571428,False,False,True,False,False,False
2025-02-24,False,2045,Zara,Apparel,1988771,275,1286,66.29,0.213841369,1545.2766122766122,7205.692028985507,7.160069207596127,0,2007166.8178571428,True,False,False,False,False,False
2025-02-25,False,2045,Zara,Apparel,894481,527,2138,29.82,0.246492049,418.17718560074803,1694.092803030303,7.668093709082406,0,2007166.8178571428,False,False,False,False,True,False
2025-02-26,False,2045,Zara,Apparel,1007136,391,1639,33.57,0.238560098,614.1073170731707,2569.2244897959185,7.402451520818244,0,2007166.8178571428,False,False,False,False,False,True
2025-02-27,False,2045,Zara,Apparel,2415396,534,2771,80.51,0.192710213,871.3549783549784,4514.758878504673,7.927324360309794,0,2007166.8178571428,False,False,False,True,False,False
2025-02-28,False,2045,Zara,Apparel,1294337,342,1523,43.14,0.224556796,849.3024934383202,3773.577259475219,7.329093736246592,0,2007166.8178571428,False,False,False,False,False,False
2025-03-01,True,2045,Zara,Apparel,2347626,782,3751,78.25,0.208477739,625.6998933901918,2998.245210727969,8.230044310126114,3751,2007166.8178571428,False,True,False,False,False,False
2025-03-02,True,2045,Zara,Apparel,2306171,660,3480,76.87,0.189655172,662.5024418270611,3488.912254160363,8.15507488781144,3480,2007166.8178571428,False,False,True,False,False,False
2025-03-03,False,2045,Zara,Apparel,1778325,477,2531,59.28,0.188463058,702.3400473933649,3720.345188284519,7.836764783264067,0,2007166.8178571428,True,False,False,False,False,False
2025-03-04,False,2045,Zara,Apparel,1483617,394,1925,49.45,0.204675325,770.309968847352,3755.9924050632912,7.563200592358071,0,2007166.8178571428,False,False,False,False,True,False
2025-03-05,False,2045,Zara,Apparel,933301,331,1527,31.11,0.216764898,610.7990837696335,2811.147590361446,7.331714969726466,0,2007166.8178571428,False,False,False,False,False,True
2025-03-06,False,2045,Zara,Apparel,858675,537,2302,28.62,0.233275413,372.85062961354754,1596.0501858736059,7.741967899820685,0,2007166.8178571428,False,False,False,True,False,False
2025-03-07,False,2045,Zara,Apparel,1674909,584,2489,55.83,0.234632382,672.6542168674699,2863.0923076923077,7.820037989458753,0,2007166.8178571428,False,False,False,False,False,False
2025-03-08,True,2045,Zara,Apparel,4200601,659,3359,140.02,0.196189342,1250.178869047619,6364.546969696969,8.11969625295725,3359,2007166.8178571428,False,True,False,False,False,False
2025-03-09,True,2045,Zara,Apparel,2365283,481,2107,78.84,0.228286664,1122.0507590132827,4907.226141078838,7.653494909661253,2107,2007166.8178571428,False,False,True,False,False,False
2025-03-10,False,2045,Zara,Apparel,1915552,291,1416,63.85,0.205508475,1351.8362738179253,6560.109589041096,7.256297239690681,0,2007166.8178571428,True,False,False,False,False,False
2025-03-11,False,2045,Zara,Apparel,1271145,526,2404,42.37,0.218801997,528.5426195426195,2412.0398481973434,7.785305182539862,0,2007166.8178571428,False,False,False,False,True,False
2025-03-12,False,2045,Zara,Apparel,1751156,262,1247,58.37,0.21010425,1403.1698717948718,6658.38783269962,7.129297548929373,0,2007166.8178571428,False,False,False,False,False,True
2025-03-13,False,2045,Zara,Apparel,2401547,506,2600,80.05,0.194615385,923.316801230296,4736.77909270217,7.8636512654486515,0,2007166.8178571428,False,False,False,True,False,False
2025-03-14,False,2045,Zara,Apparel,3490433,1010,4145,116.35,0.243667069,841.879643029426,3452.455984174085,8.329899292995725,0,2007166.8178571428,False,False,False,False,False,False
2025-03-15,True,2045,Zara,Apparel,2033568,1071,4325,67.79,0.247630058,470.08044382801666,1896.9850746268658,8.372398606513004,4325,2007166.8178571428,False,True,False,False,False,False
2025-03-16,True,2045,Zara,Apparel,5220253,594,3058,174.01,0.194244604,1706.522719843086,8773.534453781513,8.025843344150903,3058,2007166.8178571428,False,False,True,False,False,False
2025-03-17,False,2045,Zara,Apparel,800166,208,1107,26.67,0.187895212,722.1714801444043,3828.5454545454545,7.010311867307229,0,2007166.8178571428,True,False,False,False,False,False
2025-03-18,False,2045,Zara,Apparel,1699579,426,2094,56.65,0.203438395,811.254892601432,3980.27868852459,7.647308832356238,0,2007166.8178571428,False,False,False,False,True,False
2025-03-19,False,2045,Zara,Apparel,2173740,591,2554,72.46,0.231401723,850.7788649706458,3671.858108108108,7.845807502637805,0,2007166.8178571428,False,False,False,False,False,True
2025-03-20,False,2045,Zara,Apparel,2375809,400,1537,79.19,0.260247235,1544.7392717815344,5924.71072319202,7.338238150065589,0,2007166.8178571428,False,False,False,True,False,False
2025-03-21,False,2045,Zara,Apparel,2461890,480,2014,82.06,0.238331678,1221.7816377171216,5118.274428274428,7.608374474380783,0,2007166.8178571428,False,False,False,False,False,False
2025-03-22,True,2045,Zara,Apparel,3735902,807,3744,124.53,0.215544872,997.5706275033377,4623.641089108911,8.22817689595132,3744,2007166.8178571428,False,True,False,False,False,False
2025-03-23,True,2045,Zara,Apparel,2755821,856,3483,91.86,0.245765145,790.9933983926521,3215.6604434072347,8.155936337972394,3483,2007166.8178571428,False,False,True,False,False,False
2025-03-24,False,2045,Zara,Apparel,1241305,371,1681,41.38,0.220701963,737.9934601664685,3336.8413978494623,7.427738840532894,0,2007166.8178571428,True,False,False,False,False,False
2025-03-25,False,2045,Zara,Apparel,956076,459,2432,31.87,0.188733553,392.96177558569667,2078.426086956522,7.796880342783522,0,2007166.8178571428,False,False,False,False,True,False
2025-03-26,False,2045,Zara,Apparel,1906042,543,2014,63.53,0.269612711,945.9265508684864,3503.7536764705883,7.608374474380783,0,2007166.8178571428,False,False,False,False,False,True
2025-03-27,False,2045,Zara,Apparel,2246086,315,1635,74.87,0.19266055,1372.9132029339853,7107.867088607595,7.400009517162692,0,2007166.8178571428,False,False,False,True,False,False
2025-03-28,False,2045,Zara,Apparel,1442940,533,2696,48.1,0.197700297,535.0166852057843,2702.1348314606744,7.89989532313973,0,2007166.8178571428,False,False,False,False,False,False
2025-03-29,True,2045,Zara,Apparel,2365462,712,3284,78.85,0.21680877,720.0797564687975,3317.6185133239833,8.09712193091871,3284,2007166.8178571428,False,True,False,False,False,False
2025-03-30,True,2045,Zara,Apparel,1745388,687,3559,58.18,0.19303175,490.27752808988765,2536.9011627906975,8.177515823846075,3559,2007166.8178571428,False,False,True,False,False,False
2025-03-31,False,2045,Zara,Apparel,2211104,424,2069,73.7,0.204929918,1068.1661835748791,5202.597647058824,7.635303886259415,0,2007166.8178571428,True,False,False,False,False,False
2025-04-01,False,2045,Zara,Apparel,2249873,297,1552,75.0,0.191365979,1448.7269800386348,7549.9093959731545,7.347943823148687,0,2007166.8178571428,False,False,False,False,True,False
2025-04-02,False,2045,Zara,Apparel,1529842,206,784,50.99,0.262755102,1948.843312101911,7390.541062801933,6.665683717782408,0,2007166.8178571428,False,False,False,False,False,True
2025-04-03,False,2045,Zara,Apparel,1590152,308,1625,53.01,0.189538462,977.9532595325953,5146.122977346278,7.3938782901077555,0,2007166.8178571428,False,False,False,True,False,False
2025-04-04,False,2045,Zara,Apparel,1558315,594,2991,51.94,0.198595787,520.8272058823529,2619.016806722689,8.003697339094368,0,2007166.8178571428,False,False,False,False,False,False
2025-04-05,True,2045,Zara,Apparel,3417302,469,1738,113.91,0.269850403,1965.0960322024152,7270.855319148936,7.461065514354283,1738,2007166.8178571428,False,True,False,False,False,False
2025-04-06,True,2045,Zara,Apparel,3867320,908,3521,128.91,0.257881284,1098.046564452016,4254.4774477447745,8.166784289056151,3521,2007166.8178571428,False,False,True,False,False,False
2025-04-07,False,2045,Zara,Apparel,1671064,506,1992,55.7,0.254016064,838.4666332162569,3295.9842209072976,7.597396320212795,0,2007166.8178571428,True,False,False,False,False,False
2025-04-08,False,2045,Zara,Apparel,2330752,326,1173,77.69,0.277919864,1985.3083475298126,7127.681957186544,7.068172000388042,0,2007166.8178571428,False,False,False,False,True,False
2025-04-09,False,2045,Zara,Apparel,2170441,366,1468,72.35,0.249318801,1477.495575221239,5914.008174386921,7.292337176173877,0,2007166.8178571428,False,False,False,False,False,True
2025-04-10,False,2045,Zara,Apparel,1323293,515,2542,44.11,0.202596381,520.3668895005899,2564.5213178294575,7.841099765422119,0,2007166.8178571428,False,False,False,True,False,False
2025-04-11,False,2045,Zara,Apparel,1165067,289,1449,38.84,0.199447895,803.4944827586207,4017.4724137931034,7.27931883541462,0,2007166.8178571428,False,False,False,False,False,False
2025-04-12,True,2045,Zara,Apparel,4336089,409,1856,144.54,0.220366379,2334.9967689822292,10575.826829268293,7.526717561352706,1856,2007166.8178571428,False,True,False,False,False,False
2025-04-13,True,2045,Zara,Apparel,2306056,374,1607,76.87,0.232731798,1434.1144278606964,6149.482666666667,7.382746449738912,1607,2007166.8178571428,False,False,True,False,False,False
2025-04-14,False,2045,Zara,Apparel,1304898,554,2686,43.5,0.206254654,485.6337923334574,2351.1675675675674,7.8961806086154915,0,2007166.8178571428,True,False,False,False,False,False
2025-04-15,False,2045,Zara,Apparel,1465841,370,1704,48.86,0.21713615,859.7307917888563,3951.053908355795,7.4413203897176174,0,2007166.8178571428,False,False,False,False,True,False
2025-04-16,False,2045,Zara,Apparel,2007033,253,932,66.9,0.271459227,2151.16077170418,7901.704724409449,6.838405200847344,0,2007166.8178571428,False,False,False,False,False,True
2025-04-17,False,2045,Zara,Apparel,1505044,211,1087,50.17,0.194112236,1383.3125,7099.264150943396,6.992096427415888,0,2007166.8178571428,False,False,False,True,False,False
2025-04-18,False,2045,Zara,Apparel,2652791,729,3422,88.43,0.213033314,774.9900671925212,3633.960273972603,8.138272638530186,0,2007166.8178571428,False,False,False,False,False,False
2025-04-19,True,2045,Zara,Apparel,3870175,773,2871,129.01,0.269244166,1347.5539693593314,5000.226098191214,7.962763930168115,2871,2007166.8178571428,False,True,False,False,False,False
2025-04-20,True,2045,Zara,Apparel,3211095,699,3144,107.04,0.222328244,1021.0158982511924,4587.278571428571,8.05356916913454,3144,2007166.8178571428,False,False,True,False,False,False
2025-04-21,False,2045,Zara,Apparel,2297943,570,2222,76.6,0.256525653,1033.7125506072875,4024.418563922942,7.706612913964197,0,2007166.8178571428,True,False,False,False,False,False
2025-04-22,False,2045,Zara,Apparel,2371891,473,1833,79.06,0.258046918,1293.2884405670666,5003.989451476793,7.51425465281641,0,2007166.8178571428,False,False,False,False,True,False
2025-04-23,False,2045,Zara,Apparel,2396811,394,1721,79.89,0.228936665,1391.876306620209,6067.875949367089,7.451241684987676,0,2007166.8178571428,False,False,False,False,False,True
2025-04-24,False,2045,Zara,Apparel,1452308,554,2630,48.41,0.210646388,551.9984796655264,2616.7711711711713,7.875119281040293,0,2007166.8178571428,False,False,False,True,False,False
2025-04-25,False,2045,Zara,Apparel,825032,461,2331,27.5,0.197769198,353.78730703259004,1785.7835497835497,7.754481547470383,0,2007166.8178571428,False,False,False,False,False,False
2025-04-26,True,2045,Zara,Apparel,3917073,895,4433,130.57,0.201894879,883.4174560216509,4371.733258928572,8.397057390176256,4433,2007166.8178571428,False,True,False,False,False,False
2025-04-27,True,2045,Zara,Apparel,4005025,714,3481,133.5,0.205113473,1150.2082136703045,5601.433566433567,8.155362120328135,3481,2007166.8178571428,False,False,True,False,False,False
2025-04-28,False,2045,Zara,Apparel,2362918,429,1838,78.76,0.233405876,1284.8928765633495,5495.158139534884,7.516977224604321,0,2007166.8178571428,True,False,False,False,False,False
2025-04-29,False,2045,Zara,Apparel,1995168,386,2072,66.51,0.186293436,962.4544138929089,5155.472868217054,7.636752112435779,0,2007166.8178571428,False,False,False,False,True,False
2025-04-30,False,2045,Zara,Apparel,1430105,443,2227,47.67,0.198922317,641.8783662477558,3220.9572072072074,7.708859601047175,0,2007166.8178571428,False,False,False,False,False,True
2025-05-01,False,2045,Zara,Apparel,2379205,340,1705,79.31,0.19941349,1394.6101992966003,6977.140762463343,7.441906728051625,0,2007166.8178571428,False,False,False,True,False,False
2025-05-02,False,2045,Zara,Apparel,1423572,525,2337,47.45,0.224646983,608.8845166809239,2706.410646387833,7.757051142032013,0,2007166.8178571428,False,False,False,False,False,False
2025-05-03,True,2045,Zara,Apparel,2873654,600,2927,95.79,0.204988042,981.4392076502733,4781.454242928453,7.982074875081202,2927,2007166.8178571428,False,True,False,False,False,False
2025-05-04,True,2045,Zara,Apparel,4938933,1130,4947,164.63,0.228421265,998.1675424413904,4366.872679045093,8.506738733512378,4947,2007166.8178571428,False,False,True,False,False,False
2025-05-05,False,2045,Zara,Apparel,2211928,397,2143,73.73,0.185254316,1031.6828358208954,5557.608040201005,7.670428522190693,0,2007166.8178571428,True,False,False,False,False,False
2025-05-06,False,2045,Zara,Apparel,1943022,512,1911,64.77,0.267922554,1016.2248953974895,3787.5672514619882,7.555905093611346,0,2007166.8178571428,False,False,False,False,True,False
2025-05-07,False,2045,Zara,Apparel,2255504,437,2049,75.18,0.213274768,1100.2458536585366,5149.552511415525,7.6255950721324535,0,2007166.8178571428,False,False,False,False,False,True
2025-05-08,False,2045,Zara,Apparel,1983385,387,2033,66.11,0.190359075,975.1155358898721,5111.817010309278,7.617759576608505,0,2007166.8178571428,False,False,False,True,False,False
2025-05-09,False,2045,Zara,Apparel,843542,331,1609,28.12,0.205717837,523.9391304347826,2540.789156626506,7.383989457978509,0,2007166.8178571428,False,False,False,False,False,False
2025-05-10,True,2045,Zara,Apparel,5045613,909,3945,168.19,0.230418251,1278.6652306132792,5544.62967032967,8.28045768658256,3945,2007166.8178571428,False,True,False,False,False,False
2025-05-11,True,2045,Zara,Apparel,1431271,650,2905,47.71,0.223752151,492.52271163110805,2198.5729646697387,7.974532844130228,2905,2007166.8178571428,False,False,True,False,False,False
2025-05-12,False,2045,Zara,Apparel,2083755,518,2528,69.46,0.204905063,823.944246737841,4014.942196531792,7.835579246669965,0,2007166.8178571428,True,False,False,False,False,False
2025-05-13,False,2045,Zara,Apparel,2411041,266,997,80.37,0.266800401,2415.8727454909817,9030.116104868914,6.905753276311464,0,2007166.8178571428,False,False,False,False,True,False
2025-05-14,False,2045,Zara,Apparel,1709942,395,1912,57.0,0.206589958,893.8536330371145,4318.035353535353,7.556427969440253,0,2007166.8178571428,False,False,False,False,False,True
2025-05-15,False,2045,Zara,Apparel,1394067,408,1880,46.47,0.217021277,741.1307814992025,3408.4767726161367,7.53955882930103,0,2007166.8178571428,False,False,False,True,False,False
2025-05-16,False,2045,Zara,Apparel,2023783,317,1601,67.46,0.198001249,1263.2852684144818,6364.097484276729,7.379008127628304,0,2007166.8178571428,False,False,False,False,False,False
2025-05-17,True,2045,Zara,Apparel,2453971,398,2143,81.8,0.185720952,1144.576026119403,6150.3032581453635,7.670428522190693,2143,2007166.8178571428,False,True,False,False,False,False
2025-05-18,True,2045,Zara,Apparel,2190497,648,2591,73.02,0.250096488,845.0991512345679,3375.1879815100156,7.860185057472165,2591,2007166.8178571428,False,False,True,False,False,False
2025-05-19,False,2045,Zara,Apparel,2224947,243,925,74.16,0.262702703,2402.7505399568036,9118.63524590164,6.8308742346461795,0,2007166.8178571428,True,False,False,False,False,False
2025-05-20,False,2045,Zara,Apparel,1228782,326,1753,40.96,0.185966914,700.5598631698974,3757.743119266055,7.469654172932128,0,2007166.8178571428,False,False,False,False,True,False
2025-05-21,False,2045,Zara,Apparel,1137050,491,2300,37.9,0.213478261,494.154715341156,2311.0772357723577,7.741099090035366,0,2007166.8178571428,False,False,False,False,False,True
2025-05-22,False,2045,Zara,Apparel,2074910,582,2216,69.16,0.262635379,935.9088858818222,3559.0222984562606,7.7039102096163115,0,2007166.8178571428,False,False,False,True,False,False
2025-05-23,False,2045,Zara,Apparel,2297287,256,1058,76.58,0.241965974,2169.2983947119924,8938.859922178988,6.9650803456014065,0,2007166.8178571428,False,False,False,False,False,False
2025-05-24,True,2045,Zara,Apparel,3123471,923,3680,104.12,0.250815217,848.5387123064385,3380.37987012987,8.210939733379021,3680,2007166.8178571428,False,True,False,False,False,False
2025-05-25,True,2045,Zara,Apparel,2953989,506,2463,98.47,0.20544052,1198.859172077922,5826.408284023669,7.80954132465341,2463,2007166.8178571428,False,False,True,False,False,False
2025-05-26,False,2045,Zara,Apparel,2125501,449,2140,70.85,0.209813084,992.76085941149,4723.335555555555,7.669028288589683,0,2007166.8178571428,True,False,False,False,False,False
2025-05-27,False,2045,Zara,Apparel,1675901,509,1880,55.86,0.270744681,890.9627857522595,3286.0803921568627,7.53955882930103,0,2007166.8178571428,False,False,False,False,True,False
2025-05-28,False,2045,Zara,Apparel,1716085,473,1784,57.2,0.265134529,961.3921568627451,3620.4324894514766,7.487173694213739,0,2007166.8178571428,False,False,False,False,False,True
2025-05-29,False,2045,Zara,Apparel,1897829,294,1544,63.26,0.190414508,1228.3682847896441,6433.318644067796,7.3427791893318455,0,2007166.8178571428,False,False,False,True,False,False
2025-05-30,False,2045,Zara,Apparel,885668,225,941,29.52,0.239107333,940.1995753715499,3918.8849557522126,6.848005274576363,0,2007166.8178571428,False,False,False,False,False,False
2025-05-31,True,2045,Zara,Apparel,3701638,472,1961,123.39,0.240693524,1886.665647298675,7825.873150105708,7.581719640125308,1961,2007166.8178571428,False,True,False,False,False,False
2025-06-01,True,2045,Zara,Apparel,5029286,769,3375,167.64,0.227851852,1489.7174170616113,6531.54025974026,8.124446855715847,3375,2007166.8178571428,False,False,True,False,False,False
2025-06-02,False,2045,Zara,Apparel,1332788,294,1495,44.43,0.196655518,890.9010695187166,4517.925423728813,7.310550158534422,0,2007166.8178571428,True,False,False,False,False,False
2025-06-03,False,2045,Zara,Apparel,2302064,552,2108,76.74,0.261859583,1091.542911332385,4162.864376130199,7.653969180478774,0,2007166.8178571428,False,False,False,False,True,False
2025-06-04,False,2045,Zara,Apparel,1875753,322,1410,62.53,0.228368794,1329.3784549964564,5807.284829721362,7.252053951852814,0,2007166.8178571428,False,False,False,False,False,True
2025-06-05,False,2045,Zara,Apparel,838146,210,1112,27.94,0.188848921,753.0512129380054,3972.2559241706163,7.014814351275545,0,2007166.8178571428,False,False,False,True,False,False
2025-06-06,False,2045,Zara,Apparel,2383885,594,2350,79.46,0.252765957,1013.9876648234793,4006.529411764706,7.762596048540069,0,2007166.8178571428,False,False,False,False,False,False
2025-06-07,True,2045,Zara,Apparel,4093248,550,2573,136.44,0.213758259,1590.2284382284383,7428.76225045372,7.853216388156072,2573,2007166.8178571428,False,True,False,False,False,False
2025-06-08,True,2045,Zara,Apparel,2817258,391,2021,93.91,0.19346858,1393.3026706231453,7186.882653061224,7.611842399580417,2021,2007166.8178571428,False,False,True,False,False,False
2025-06-09,False,2045,Zara,Apparel,1865948,277,1308,62.2,0.2117737,1425.475935828877,6712.043165467626,7.1770187659099,0,2007166.8178571428,True,False,False,False,False,False
